CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
CVE-2024-37972,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-37971,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38102,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,-,6.5,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,30,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38069,Windows Enroll Engine Security Feature Bypass Vulnerability,-,7,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38025,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,-,7.2,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-37970,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-37977,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-37975,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-37974,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-26184,Secure Boot Security Feature Bypass Vulnerability,-,6.8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,30,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-30081,Windows NTLM Spoofing Vulnerability,-,7.1,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
